id	audio_path	text_source	text_en
1189	17323855680032272784.wav	Minlərlə kiçik çaydan su toplayan əsas Amazon çayının uzunluğu 6387 km-dir (3980 mil).	The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.
218	3679718195147601273.wav	Səsvermə əvvəl oktyabr ayında Kopenhagendə keçiriləcək görüşdə BOK-un bütün üzvləri tərəfindən təsdiqlənməlidir.	The vote must still be ratified by the full IOC at it's October meeting in Copenhagen.
1002	12974955064437174880.wav	Fotoqraf, daha sonra dünyasını dəyişdiyi Ronald Reyqan UCLA Tibb Mərkəzinə nəql edildi.	The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.
706	15983183016024605121.wav	Əslində, bu insanları daha çox ödəniş etməli olduqlarına inandırmaq üçün bir fənd kimi görünür.	It seems actually to be more a way of tricking people into believing they have to pay more.
999	11690839003875631120.wav	Amma Eskimo tayfaları o vaxt onun kəşfindən asılı olmayaraq, artıq orada yaşayırdılar.	But regardless of his discovery, Eskimo tribes were already living there at the time.
648	4992817388982707277.wav	Əksəriyyətimiz zaman-zaman əsla işimizə yaramayacaq və ya öyrənsək də istifadə etməyəcəyimiz bir mərhələ, yaxud da proses haqqında bizə məlumat verən bir televiziya verilişinə aludə olduğumuzu hiss edirik.	So many of us find ourselves watching a television show that informs us of a process or experience in which we will never participate or apply that knowledge.
231	5648999568190643.wav	Adamın, partlayıcılarla təchiz edilmiş üç təkərli bir arabanı izdihamın içinə sürdüyü deyilir.	The man allegedly drove a three-wheeled vehicle armed with explosives into a crowd.
270	3566008873368490872.wav	21 yaşlı Jesus 2017-ci ilin yanvar ayında bildirilənlərə görə 27 milyon funt sterlinq qarşılığında Braziliyanın Palmeiras komandasından Manchester City komandasına transfer edildi.	21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.
503	7940933766557440125.wav	Məsələn, uşaqlar mənsub olduqları irqi azlıq haqqında məktəbdə yaxşı nəticə göstərməməsi kimi bir stereotip olduğunu öyrənən zaman məktəbdə həqiqətən də yaxşı nəticələr göstərməməyə başlayırlar.	For instance, children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race.
313	13139603077843329668.wav	Atışmada öldürülən dörd nəfərdən biri 30 yaşlı Buffalo sakini idi. Onun həyat yoldaşı xəsarət almamışdı.	The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.
1123	8771706295389556733.wav	Sundarbans, təxminən 1/3 hissəsi su və bataqlıqlardan ibarətdir, 3850 km²-lik bir sahəni əhatə edir.	The Sundarbans cover an area of 3,850 km², of which about one-third is covered in water/marsh areas.
67	14947489168598503032.wav	Bir çox ailələrin mübarizə etmək üçün əmlakdan zorla məhrum edilmə şikayəti ilə hüquqi yollara müraciət etdiyi məlum olduqdan sonra mənzil-tikinti fırıldaqçılığından zərər çəkənlər üçün 20 martda East-Bay İctimai Hüquq Mərkəzində görüş təşkil olundu.	After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.
872	6011097289903053799.wav	Səhər qəhvənin tünd ətri, gecə isə çobanyastığı çayının sakitləşdirici ətri evinizi bürüsün.	Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.
222	10979511325942672797.wav	3 avqust tarixində Birmiqham Kral Məhkəməsində məhkəmə iclası keçirildi.	The trial took place at Birmingham Crown Court and concluded on August 3.
213	13116792589443303727.wav	Mənzildə heç kəs yox idi.	No one was inside the apartment.
1109	4701539763902524342.wav	İlkin orta əsrlərdən sonra erkən orta əsrlər və ondan sonra da 1500 il davam edən son orta əsrlər gəlir.	The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by convention ends around 1500.
1135	5680535442872196687.wav	Sənəd ilk dəfə 8 iyul tarixində Müstəqillik Zalının həyətində Con Nikson tərəfindən ictimai şəkildə oxundu.	The first public reading of the document was by John Nixon in the yard of Independence Hall on July 8.
360	13795590901402935872.wav	"Alimlərin ""stimullaşdırılmış radiasiya emissiyası"" dediyi bu proses ona görə belə adlanır ki, atomlar ətrafa foton işıq yayılmasına səbəb olan parlaq işıqla stimullaşdırılır və işıq özü bir növ radiasiyadır."	"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation."
337	3250020946771543996.wav	"Türk rəqs qrupu ""Anadolu Atəşi"" tədbirin sonunda ""Troya"" səhnəsini ifa etdi."	"To finish, Turkish dance group Fire of Anatolia performed the show ""Troy""."
585	13498382993541907514.wav	Min illərdir insanlar linzalar hazırlayır və onlardan böyüdücü olaraq istifadə edirlər.	Humans have been making and using lenses for magnification for thousands and thousands of years.
1355	7687924681829680697.wav	İnfeksiyalar, yaxud da insanlara fiziki xəsarət yetirə və ya onları öldürə bilən təhlükəli heyvanlar adətən zərərverici kimi qiymətləndirilmir.	Infectious diseases themselves, or dangerous animals that can injure or kill people by force, do not usually qualify as pests.
163	17365016049819574917.wav	"Bəyanatda deyilir: ""Gəminin heyəti hazırda onu təhlükəsiz bir şəkildə çıxara biləcəyi ən müvafiq metodu təyin etmək üçün işləyir""."	"They also said in a statement, ""The crew is currently working to determine the best method of safely extracting the ship""."
588	13119170197330599815.wav	Acgözlük və eqoistlik xüsusiyyətlərinin hər ikisi hər zaman bizimlədir. Əməkdaşlığın təbiəti elədir ki, əksər insanlar faydalansa da, hər zaman xudbincəsinə davranmaqla qısa müddətdə daha çox qazanca sahib olmaq mümkündür.	Greed and selfishness will always be with us and it is the nature of cooperation that when the majority benefit there will always be more to gain in the short term by acting selfishly
833	13118307525904891552.wav	Viza proseduruna başlamaq üçün əvvəl qeydiyyatdan keçmək əlavə bir tələbdir. Bəzi ölkələrdə yaşadığınızı və qaldığınız yerin ünvanını səlahiyyətli orqanlarda qeyd etdirməlisiniz.	Registration is an additional requirement for the visa process. In some countries, you must register your presence and address where you are staying with the local authorities.
256	15400350140136008443.wav	"On ildən sonra o, kosmik yarışın bitdiyini simvolizə edən ""Apollon-Soyuz"" missiyasının Sovet hissəsinə rəhbərlik etdi."	Ten years later, he led the Soviet part of the Apollo–Soyuz mission symbolizing that the Space Race was over.
544	9142998665995031691.wav	Qridley və ya Stark hasarın təxminən 100 fut (30 m) yaxınlığında dirək yerləşdirdi və nizami ordu dirəyi keçənə qədər atəş açmamalarını əmr etdi.	Gridley or Stark placed a stake about 100 feet (30 m) in front of the fence and ordered that no one fire until the regulars passed it.
940	13709602993479649861.wav	Nəyi aparıb-aparmayacağınızı bildiyinizdən və hüquqi məhdudiyyətlər qoyulmuş əşyalar xaricində bir şey aparırsınızsa bu haqda bəyannamədə qeyd etdiyinizdən əmin olun.	Make sure you know what you can and cannot bring in and declare anything over the legal limits.
265	13967460422812582763.wav	Daha öncə kosmik məntəqəyə çatma missiyası zamanı giroskop sıradan çıxsa da, açıq kosmosda işin sonuna qədər stansiya öz istiqamətini saxlaya bildi.	The station maintained its attitude, despite the loss of a gyroscope earlier in the space station mission, until the end of the spacewalk.
1068	14747456956228879826.wav	İnsanların çoxluğu səbəbilə Kral və Kraliça maşının pəncərələrini sona qədər açmalı oldular.	The mob of people forced the King And Queen to have their carriage windows wide open.
1238	18074389871785942510.wav	Tamaki Drayv çimərlikləri, Vaytemata limanı yaxınlığında, Mişn Beyin prestijli sahil qəsəbələrində və Mərkəz Oklendin Sent-Heliers hissəsində yerləşir.	Tamaki Drive beaches are on the Waitemata Harbour, in the upmarket suburbs of Mission Bay and St Heliers in Central Auckland.
1246	2204912350702211648.wav	TogiNet 2015-ci ilin sonunda köməkçi stansiya kimi AstroNet Radionu yaratdı.	In late 2015, TogiNet established AstroNet Radio as a subsidiary station.
447	1791752757998112040.wav	Ölkənin öz müstəqilliyini qazandığı illərin əvvəlində, Sinqapur Botanika Bağlarının peşəkarlığı, adanın tropik bir Garden City-yə (Bağ Şəhəri) çevrilməsinə səbəb oldu.	Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.
880	6538467278486714264.wav	Əksər dövlətlər, ölkə ərazisinə daxil olan ziyarətçilərin və ya ölkəni tərk edənlərin bəzi xəstəliklərə qarşı peyvənd olunmasını tələb edir.	Many governments require visitors entering, or residents leaving, their countries to be vaccinated for a range of diseases.
1221	14462131023387010370.wav	2021-ci ilin paralimpiya oyunları 24 avqust – 5 sentyabr tarixləri arasında keçiriləcək. Bəzi tədbirlər Yaponiyanın digər yerlərində olacaq.	The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.
195	12173500330855273268.wav	Braziliyalı oyunçu, 2009-cu ilin Macarıstan Qran-Prisində baş vermiş qəza nəticəsində ciddi baş beyin travması keçirdi.	The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.
1297	14702974794635825276.wav	Əgər saatın zəngi çaldığı zaman yuxulu halda onu söndürüb yenidən yuxuya dalırsınızsa, onu yatağınızdan uzaqda bir yerə qoysanız, söndürmək üçün yatağınızdan qalxmağa məcbur olarsınız.	If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.
589	10625610303039640400.wav	İnsanların əksəriyyətinin onlar üçün ən yaxşı uzun-müddətli imkanın digərləri ilə birlikdə işləmək olduğunu başa düşəcəklərinə inanıram.	Hopefully, most people will realise that their long term best option is to work together with others.
1118	16079380069684501750.wav	O, zabitləri 500 fut uzaqda yerləşən Oldsmobile Intrigue avtomobilinə doğru yönləndirdi.	She directed officers to her black Oldsmobile Intrigue which was 500 feet away.
180	957136854226175761.wav	Hesabata görə sınaq balları inanılmaz dərəcədə artıb, məktəbin daxili problemlərin nə olduğunu müəyyənləşdirdiyi, ancaq nəticələrə reaksiya vermədiyi deyilir.	The report showed test scores had increased implausibly fast, and alleged the school internally detected problems but didn't act on the findings.
513	85597537540870038.wav	Hiperaktivlik və diqqət dağınıqlığı sindromu uşaqların digər yaşıdları ilə münasibətlərinə təsir edir, belə ki, yaşıdları üçün onların niyə belə davrandıqlarını, yazıları niyə belə yazdıqlarını və ya yetkinlik səviyyəsinin onlarda niyə fərqli olduğunu dərk etmək çətindir.	ADD affects relationships with other peers because other children can not understand why they act the way that they do or why they spell they way they do or that their maturity level is different.
28	6719753387666180593.wav	2,3 milyard dollarlıq təxmini sərvəti ilə, Batten, 2008-ci ilin 400 ən varlı amerikalısı siyahısında 190-cı yerdə idi.	Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.
328	9122922654323858111.wav	Xorvatiyanın paytaxtı Zaqrebdə anadan olmuş Bobek, Belqradın Partizan komandasında oynadığı vaxtlarda tanınmağa başladı.	Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade.
1126	7027046290827970620.wav	Bu ətəkləri girişdəki yerlərdən də götürə bilərsiniz, ancaq hər istifadədən sonra yuyulmadığı üçün onları geyindiyiniz zaman özünüzü narahat hiss edə bilərsiniz. Kişilərin hamısına uyğun yalnız bir ölçüdə geniş şalvar verilir.	This too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts. One size fits all for men!
1152	6012395634497565955.wav	Qar çovğunu baş verdikdə, qısa zaman ərzində qarın içində batıb qala biləcəyiniz qədər qar yağa bilər.	During blizzards, enough snow to get you stuck can fall in very little time.
112	16320767733142272579.wav	Stardust layihəsinin meneceri Tom Daksberinin sözlərinə görə o, Şimali Kaliforniyanın qərb sahili üzərində hərəkət edəcək. Mərkəzi Oreqondan, Nevada və Aydahonun üstündən keçərək Kaliforniyadan Utaha qədər səmanı işıqlandıracaq.	“It will move over the west coast of northern California and will light the sky from California through central Oregon and on through Nevada and Idaho and into Utah,” Tom Duxbury, Stardust's project manager said.
1300	11901285128509540910.wav	Nə üçün bir şirkət öyrədici şirkət adını qazanmaq üçün böyük əziyyətlərə qatlanmaq istəsin? Çünki şirkətdaxili öyrənmə konsepsiyalarının təcrübədə tətbiqinin tək məqsədi innovasiyadır.	Why would an organization want to go through the time consuming process of establishing a learning organization? One goal for putting organizational learning concepts into practice is innovation.
854	9994447602343556873.wav	MetroRail Keyptaunun daxilində və ətrafında şəhərkənarı səfərlər üçün iki sinif qatarlar təqdim edir: MetroPlus (Birinci Sinif dediyimiz) və Metro (Üçüncü Sinif).	MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class).
152	12874132140127758994.wav	"Hazırda mərkəz küçədə yerləşən Northern Rock Plc. bankı 2010-cu ildə dövlət bankına çevrilərkən, ""pis bank"" imici qazanmış ""Northern Rock"" bankından (Varlıqların İdarəolunması) ayrıldı."	In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).
590	10749047009477698681.wav	İnsanların əksəriyyəti digər planetləri kəşf etmək üçün ulduzlara səyahət etmək arzusu ilə yaşayır, bəziləri də, digər planetlərdə canlıların və ya yadplanetlilərin yaşadıqlarına inanır.	Many people dream of the day when humans can travel to another star and explore other worlds, some people wonder what's out there some belive that aliens or other life may live on another plant.
1265	4120096992192501719.wav	İnkişaf etmiş ölkələrdə suyun keyfiyyəti və ya körpünün uçması kimi oxşar məzmunda şikayətləri nadir hallarda eşidə bilərsiniz.	In developed countries you seldom hear similar levels of complaints about water quality or bridges falling down.
50	2020355121733933548.wav	Black Beauty yerə yaxın olduğu üçün Yeni Zelandiya polisi sürət radarı ölçən cihazları ilə, cənab Ridin sürətinin nə qədər olduğunu təyin edə bilmədi, yalnız Rid sürəti saatda 160 km-ə endirdikdən sonra polis onu təqib edə bildi.	The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.
1258	5517319328930815972.wav	Keçən ay prezident aparaturasının komissiyası, ölkənin növbəti seçimlərə hazırlanması məqsədilə görülən tədbirlər paketinin bir hissəsi kimi əvvəlki MSK-nın (Müvəqqəti Seçki Komissiyası) istefasını tövsiyə etdi.	Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.
1404	6924964469727362518.wav	Romadakı dəfn mərasimində 4 milyondan çox insan vardı.	Over four million people went to Rome to attend the funeral.
212	3140168508146686496.wav	Ciddi fiziki xəsarət haqqında heç bir məlumat verilməsə də, partlayış zamanı hadisə yerində olan minimum beş nəfər şok vəziyyətinə düşdüyü üçün müalicə edildi.	No major injuries were reported, but at least five people on scene at the time of the explosion were treated for symptoms of shock.
369	15369482708392039370.wav	Triseratops elə bir heyvan idi ki, onun dişləri təkcə ağacların yarpaqlarını yox, eyni zamanda kifayət qədər sərt budaqları və köklərini əzəcək qədər güclü idi.	A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.
150	16050990716152720176.wav	Şimali Rock bankı 2007-ci ildə substandart ipoteka krediti krizinə məruz qaldığı zaman, onun dəstəyə ehtiyacı var idi.	Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.
195	17472319822496048481.wav	Braziliyalı oyunçu, 2009-cu ilin Macarıstan Qran-Prisində baş vermiş qəza nəticəsində ciddi baş beyin travması keçirdi.	The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.
1236	11050839739458388236.wav	Bəzi yerlərdə evdə spirtli içkilər verilir. Bununla belə, içkili olmaq mühakimə qabiliyyətinin itməsinə səbəb olur və təcrübəli qumarbazların hamısı ayıq qalmağın əhəmiyyətini bilir.	Some venues offer alcoholic beverages on the house. However, drunkenness impairs judgement, and all good gamblers know the importance of staying sober.
1220	6865968459474970332.wav	İsveçə 1956-cı ildə köçən Slaniya üç il sonra burada Poçt Ofisində işə başlayıb baş oymaçı oldu.	In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.
250	6979245985149123827.wav	Binada həcc ziyarəti ərəfəsində müqəddəs şəhəri ziyarət etməyə gələn bir çox sayda zəvvar var idi.	The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.
837	14993968053224229960.wav	Memarlıq binaların dizayn və inşa edilməsi ilə bağlı bir sahədir və hər bir memarlıq nümunəsi özü-özlüyündə bir turistik gəzinti yeridir.	Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.
485	15214760913876585276.wav	Mistisizm şüurun unikal vəziyyətdə şəxsin bilavasitə, xüsusilə dinc, dərin, xoşbəxt yaşadığı təcrübəni və ya ecazkar xüsusiyyəti vurğuladığına görə digər dini inanc və itaət formalarından fərqlənə bilər.	Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.
190	10970397855780291803.wav	Tayfunun Çin istiqamətində saatda 11 km sürətlə hərəkət etdiyi ehtimal edilir.	The typhoon is estimated to be moving toward China at eleven kph.
1452	14942363672539536014.wav	Xristianlığın əsas prinsiplərindən biri də zənginliyin əzabı və kasıblığı azaltmaq üçün istifadə olunması və kilsədə qoyulan maliyyə fondunun yalnız bu məqsədə xidmət etməsi idi.	One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.
1251	4508525786626426597.wav	Hər kəs maariflənə bilər. Bu hədəfin qarşısını kəsən tək şey, öz gərginliyimiz və bədbinliyimizdir.	Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.
1454	3270984667663258446.wav	"Radiostansiyanın veb-saytında bu şou ""köhnə məktəbin radioteatrı yeni, biabırçı və meydan oxuyan bir cövlan ilə!"" ifadələri ilə təsvir edildi."	"The station's web site describes the show as ""old school radio theater with a new and outrageous geeky spin!"""
11	1343893334744437503.wav	"11:29 radələrində etirazçılar Oldviç yanından keçib Strend boyunca hərəkət edərək Tarafalqar Meydanından Uaythola və Mühafizəkarlar Partiyasının Bahar festivalı keçirdiyi ""the Grand Connaught Rooms"" otelinin yerləşdiyi Holborn istiqamətində Kinqsuey küçəsi ilə yuxarıya doğru irəlilədilər."	Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.
723	6663071211182286146.wav	Bu torpaqlara Avropalı kəşfiyyatçılardan bir neçə il sonra gələn İspan fatehlərinin işğalçı siyasəti nəticəsində Tainosun əhalisi kifayət qədər azaldı.	Within a few short years following the arrival of European explorers, the population of Tainos had significantly been reduced by the Spanish conquerors
1102	18175741204180221450.wav	Dərman preparatının qabının ağzı açıq qalması və ya kimyəvi tərkibli toksik məişət vasitələrinin mövcudluğu faktoru daxili zəhərlənmənin ən yaxşı göstəricisidir.	The best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals.
410	7182245144233970336.wav	Dəyərli metallardan və nadir daşlardan düzəldilmiş minlərlə əl işləri də daxil Tutanxamonla basdırılmış əşyaların əksəriyyəti yaxşı qorunub.	Most of the items buried with Tutankhamun have been well preserved, including thousands of artefacts made from precious metals and rare stones.
1189	14640008308273512666.wav	Minlərlə kiçik çaydan su toplayan əsas Amazon çayının uzunluğu 6387 km-dir (3980 mil).	The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.
1488	16698460043110036300.wav	Edqar Veqilya qol və çənə yaraları aldı, Kristofer Şnayderin üzünü isə əməliyyat ilə yenidən bərpa etmək lazım gələcək.	Edgar Veguilla received arm and jaw wounds while Kristoffer Schneider was left requiring reconstructive surgery for his face.
1162	12379191530423190235.wav	Bir cütlük, uşaq böyütmənin öz maraqlarına və ya uşaqlarının maraqlarına zidd olduğunu düşünə bilər.	A couple may decide it is not in their best interest, or in the interest of their child, to raise a baby.
674	2308488022043326868.wav	Birinci gəlişdə ilkin xidmət şərtlərinə əsasən giriş üçün bron edilə biləcək yerlərin sayı məhdud olur.	There are a limited number permits reserved for walk-in requests available on a first come, first served basis.
602	13619783852159574773.wav	Azot maye halında olduğu kimi qaz halında da eyni xassələrə malikdir, lakin maye halında daha sıx olsa da, molekulları yenə də eyni qalır.	Nitrogen as a gas still has the same properties as liquid nitrogen. The liquid state is denser but the molecules are still the same.
324	3560223664210117365.wav	Atlantik Okeanının şərqində meydana gələn Danielle tropik qasırğasının adı 2010-cu ilin Atlantik qasırğa mövsümünün fırtınasına verilən dördüncü addır.	Tropical Storm Danielle, fourth named storm of the 2010 Atlantic hurricane season, has formed in the eastern Atlantic Ocean.
60	4146402098271539226.wav	"Bu mafiya başçılarını Provenzano 1992-ci ildə Riinaya görə dövlətlə aparılan müharibəyə son qoyan zaman ələ keçirmişdir. Bu müharibə Mafiya sələbçiləri adlanan Jovanni Falkon və Paolo Borsellinonun həyatı bahasına başa gəlmişdi""."	"These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992."""
241	8203032128329973506.wav	Dünən, poçt idarəsi oğlanın alıcılara çatdırıla bilməyən 429 ədəd Yeni İl təbrik kartı daxil, 600-dən çox göndəriş sənədini gizlətdiyini bildikdən sonra vətəndaşlardan və mediadan üzr istədi.	Yesterday, the post office released their apology to citizens and the media after discovering that the boy had hidden more than 600 postal documents, including 429 New Year postcards, which weren't delivered to their intended recipients.
510	13884694305149430435.wav	Öyrənmə qabiliyyətsizliyi deyil, öyrənmə pozğunluğuna çevrilmiş bu hala bütün uşaqların 3-5 faizində rast gəlinir, bu isə Amerikada bəlkə də, 2 milyon uşaq deməkdir.	"It is not a learning disability, it is a learning disorder; it ""affects 3 to 5 percent of all children, perhaps as many as 2 million American children""."
495	6776070078223359183.wav	Roma imperiyasının hərbi xarakter daşıması tibbi sahənin təkmilləşməsinə kömək etdi.	The militaristic nature of the Roman empire aided in the development of medical advances.
138	16557690743516239659.wav	Sulardakı yüksək toksin konsentrasiyası çox vaxt balıqların ölümünə səbəb olur.	Fish often die because of the high concentrations of the toxin in the waters.
1335	528466509746934707.wav	Bu cür rəhbərlər qeyri-populyar qərarlar vermək, nizam-intizam cəzası tətbiq etmək, işin keyfiyyətini qiymətləndirmək, tapşırıqlar vermək və insanları məsuliyyətə cəlb etməkdə çətinlik çəkir.	This type of manager has difficulty making unpopular decisions, performing disciplinary action, performance evaluations, assigning responsibility, and holding people accountable.
894	4038738881820416677.wav	Onlar elə də çevik deyil, çünki həmin çığır yaylaya gətirib çıxarana kimi Transantarktik Dağların ətrafından dolanır.	These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.
65	11010859986342827438.wav	Qanunun əsli, San-Paulonun əvvəlki bələdiyyə başçısı Marta Suplici tərəfindən tərtib edilib. Verilmiş qanuna dəyişiklik tətbiq olunduqdan sonra o, artıq Roberto Ceffersonun ixtiyarına keçdi.	The original bill was drafted by former mayor of São Paulo, Marta Suplicy. The proposed legislation, after being amended, is now in the hands of Roberto Jefferson.
394	17863373053510660454.wav	"Almaniya bu əməliyyatı ""Dəniz Aslanı"" adlandırdı. Dünkerkdən çıxarılan zaman İngilis ordusu ağır silahlarının və təchizatlarının çoxunu qoyub getmişdi və beləliklə, ordu olduqca zəifləmişdi."	Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.
298	12539815058260361820.wav	Təklif olunan düzəliş artıq hər iki palata tərəfindən 2011-ci ildə qəbul edilmişdi.	The proposed amendment already passed both houses in 2011.
1328	15613321291137544061.wav	O, insan davranışını şərh etməkdən ibarət bu bacarığa hətta bəzi heyvanların, məsələn, ev itlərinin də sahib olduğunu iddia etmişdi.	He even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs.
862	3341278691744982644.wav	Yerli mikroblara davamlı məruz qaldığımız yer evimizdir, buna görə də həmin mikroblara qarşı immunitetimiz çox güclüdür.	At home, due to this constant exposure to the local germs, odds are very high that you're already immune to them.
1176	16033467543732696261.wav	Alt mədəniyyətlər, ictimai standartlara nəzərən yadımsandığını hiss edən, oxşar fikirli fərdləri birləşdirir və bir kimlik hissi yaratmalarına səbəb olur.	Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.
1315	15747833787676676584.wav	Qış idman növləri daha çox ölkənin şimal bölgələrində populyardır. İtalyanlar həm də beynəlxalq yarışlar və Olimpiya oyunlarında da iştirak edirlər.	Winter sports are most popular in the Northern regions, with Italians competing in international games and Olympic events.
545	12752678879022643029.wav	3 müxtəlif istiqamətdən koordinasiyalı hücumlar Amerika planının əsasını təşkil edirdi.	The American plan relied on launching coordinated attacks from three different directions.
779	17131749217289768716.wav	Bitdiyi zaman onu yeniləmək olduqca asandır və cari DSLR kamerası ilə müqayisədə təxmini bir görünüş dəqiqliyi təmin edə bilər.	It can usually be replenished fairly easily if you run out, and gives resolution roughly comparable to a current DSLR.
778	12563600583737691207.wav	İllər ərzində istifadə edilmiş müxtəlif növdə matrisa formatları var. Bunlardan ən çox istifadə olunanı standart 35 mm matrisadır (36-24 mm neqativ).	There are many different film formats that have been used over the years. Standard 35 mm film (36 by 24 mm negative) is much the commonest.
1009	7254455321150354529.wav	Buranı tez keçməyin tək yolu onu yoxlanılmış baqaj kimi göndərmək idi. Aviaşirkət qaydalarına görə içəri girdiyiniz yerə gətirdiyiniz baqaj sərnişinsiz göndərilə bilməz.	The only way to get it through faster was to send it as checked luggage. Airline regulations will not allow them to send luggage without a passenger, which is where you come in.
165	14099421953402995728.wav	Bu Yaponiyanın Naqasaki şəhərinin Sasebo bölgəsində yerləşir və ABŞ Hərbi Donanmasının 7-ci flotuna təyin olunub.	It is assigned to the U.S. Navy’s Seventh Fleet and based in Sasebo, Nagasaki in Japan.
290	13956720767013075796.wav	ABŞ-ın Geoloji Tədqiqatlar İnstitutunun beynəlxalq zəlzələ xəritəsində bir həftə əvvəl İslandiyada hər hansı bir zəlzələ görünmürdü.	The United States Geological Survey international earthquake map showed no earthquakes in Iceland in the week prior.
564	10444798630468164571.wav	Tədqiqat aşağı bel ətrafı ağrılardan əziyyət çəkən insanlarda ağrı və əlilliyə gətirib çıxaran səbəblər arasında depressiya, qorxu və fəlakətin olduğunu müəyyən etdi.	The study found that depression, fear and catastrophising mediated the relationship between pain and disability in lower back pain sufferers.
207	4104172580592844512.wav	Qəzanın baş verdiyi bölgə bu gün təyin edildi və əlçatmayan bir yer olduğu üçün oraya gedərək həyatda qalanları axtarmaq məqsədilə meşəyə 2 polis düşürüldü.	The crash site was located today and is so inaccessable that two policemen were dropped into the jungle in order to hike to the scene and seek survivors.
1330	14135124326901899837.wav	"Keçən ay Wikinews-a verdiyi müsahibəsində, ""Commons""un adminstratoru Adam Kuerden, silinən məzmunlarla əlaqəli hiss etdiyi məyusluğu dilə gətirdi."	Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.
70	18280486351668849852.wav	"Mauidə yerləşən ""War Memorial"" stadionunda keçiriləcək və 9000 adamın iştirak edəcəyi planlaşdırılmış konserti ləğv edən qrup pərəstişkarlarından üzr istədi."	The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans.
36	3952792856970966350.wav	İşığın iki şüası, bir gecəlik səmanı göstərə biləcək formada tənzimləndi.	Two beams of light have been rigged up to point skywards overnight.
911	15140188095766513901.wav	Buradakı əsas məqsəd, bu şirkətləri öz bazarları üstündə daha çox nəzarət imkanları ilə təmin etməkdən ibarətdir və bütün işlər maliyyə dövriyyəsindən asılıdır.	The actual purpose is to give those companies more control over their markets; it's all about money spinning.
