1.Reference_Azerbaijani_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
"""Sie"" sözü ilə yanaşı bütün isimlər, cümlənin ortasında da olsa, həmişə böyük hərflə yazılır."	 Siyə sözü ilə yanaşı bütün isimlilər cümlərin ortasında olsa da həmişə böyük hərflə yazılır.	All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.	"All names, along with the word ""si"" are always capitalized, even if they are in the middle of sentences."
Daha ənənəvi kilsələrdə Pasxa həftəsonu ərzində, insanlar şənbə gecəsindən çox vaxt Pasxa çiləsi tutur və Məsihin dirilişini qeyd etmək üçün bayramı gecə yarıdan keçirməyə başlayır.	 Daha ənənəvi çizisələrdə Pasqa həftə son ərzində, insanlar şəhbə cizəsindən çox vaxt Pasqa çiləsi tutur və məsi indirilişini qeyd etmək üçün bayramı cizidən yarıya kəsiliməyə başlayır.	More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.	In more traditional drawings, Easter Week is the week that people often wear Easter buns rather than the departmental pattern, and the holiday begins to be cut in half from the pattern to mark the drop in the mass.
Şiddətli küləklər, dolu, həddən artıq yağış və meşə yanğınları, fırtına, tufan, su burulğanları və qasırğalar kimi ağır hava şəraitinin təsirlərinin təzahür formasıdır.	 Şiddəttik çüləhlər dolu, həddən artıq yagır və məşəyəmləlləri, fırtına, tufan, su burulganları və qasırıqalar kem agrihə vaşəriyyətinin təsidlərinin təzavir formasıdır.	High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.	Violent ravages, excessive grease and flames, storms, floods, water storms and storms are the defining features of the ancient world.
İlk olaraq at sürənlərin əksəriyyəti dabanlı və altı hamar, kifayət qədər ensiz uzunboğaz çəkmə geyinirlər.	 İlk olaraq, atsürənlərin əksəriyyatı da bandlı və altı hamar kifayət qədər insiz uzun bogas çəkmə yeynirlər.	First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.	First, most of the seeds eat a long, unobtrusive, six-legged, long-legged bogas.
İstənilən halda bütün qaydalara əməl edərək və təhlükəsizlik xəbərdarlıqları bildirən işarələrə fikir verərək səlahiyyətlilərdən tövsiyələr alın.	 İslələn halda bütün qahdalara əmel edərək və təliqəsizlik əbərdalıqları bildirən işarələr əfki verərək, salahiyyətlərdən tövsyələr alın.	Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.	When you are mocked, take counsel from the foolish, with all the signs of a foolishness, and with all the signs of a foolishness.
O, azalmalar üçün bir rəqəmin təyin olunmadığını və bunun Çinin iqtisadi hasilatı əsasında müəyyən ediləcəyini bildirdi.	 O, azalmalar üçün bir rəqəmin təyin olunmadığını və bunun Çinik saadiyyatı hasılı təhsəsində müəyyin edəcəyini bildirdi.	He did not set a figure for the cuts, saying they will be made based on China's economic output.	He said that no figure was set for the reductions, and that this would invest in Chinese literacy crop education.
1963-cü ildə bənd inşa edildikdən sonra çay boyu tortu yayacaq, müəyyən fəsillərdə gələn sellərin qarşısı alındı.	 1963-cu illə bən dəinşa edirlikdən sonra çay boyu tortu yaracaq, müəyyən fəsirlərdə gələn səllərin qaysa alındı.	After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.	By 1963, after the bananas were being made, the river was being dismantled, and the flow of water was being cut off.
Binaya qrafiti çəkərək və ya divarları cızaraq əraziyə zərər verməyin.	 Günayə graptik çəkərək və yaq divarları çuzaraq ərazi ezərəl verimək.	Do not deface the site by marking or scratching graffiti into structures.	To crush the land by grafting graphite and digging through the fire walls.
Pulcuq kimi dərisi və dırnaqları olan ayaqlara sahib bu quşlar yumurta qoya bilir və tirannozavr rekslər kimi iki arxa ayaqlarının üstündə gəzə bilirlər.	 Pulcuk kimi dərisi və dırnaqları olan ayaqlara sahib bir buquşlar yumurta qoyabilir və sinnazabr rexlə kimi iki arha ayaqlarının üstündə gəzə bilirlər.	They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.	A calf with skin and nails like a pulch can lay eggs and walk on two spider legs like a rhinoceros rex.
Peyk kosmosa roketlə göndərildi. Yer planetinin atmosferi işıq və görüntünü qismən pozduğuna görə, alimlər kosmosda teleskopdan istifadə edirlər.	 Pəyq kosmosa rakiyyətlə göndərəli Yəri planiyyətən atmosferi ışıq və göründünük ismən pozdoğuna görə alimlər kosmosda teleskopdan istifad edirlər.	The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.	Because of the light from the Earth plane, which is sent into the outer space by a rival, and the atmosphere's apparent infrared, scientists are using a telescope in space.
Bu ilin əvvəlində qubernatorluq vəzifəsini icra etməyə başlayan 53 yaşlı Kuomo keçən ay eyni cinsli nikaha icazə verən bir qanun layihəsi qəbul etdi.	 Bu ilin əvvəlində gubernatorluq vəzifəsini icra etməyə başlayan 50 yaşlı komo keçanay eyni cinslinikə hə icazə verən bir qanulla həsi qəbul ettir.	Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.	The 50-year-old comedian, who began serving as governor earlier this year, is excited about a bill that would allow same-sex marriage.
"""Sie"" sözü ilə yanaşı bütün isimlər, cümlənin ortasında da olsa, həmişə böyük hərflə yazılır."	 Siə sözü ilə yanaşı bütün isimlər cümlənin ortasında da olsa həmişə böyük hərfləyə yazılır.	All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.	All names, except the word Siia, are always capitalized, even in the middle of a sentence.
Daha ənənəvi kilsələrdə Pasxa həftəsonu ərzində, insanlar şənbə gecəsindən çox vaxt Pasxa çiləsi tutur və Məsihin dirilişini qeyd etmək üçün bayramı gecə yarıdan keçirməyə başlayır.	 Daha ənə nəvi kimsələrdə pasqa həftə sonu ərizində insanlar şəmbə gecəsindən çox vaxt pasqa çiləsi tutur və məsihin dirilişini qeyd etmək üçün bayramı gecə yaradan keçirməyə başlayır.	More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.	In more traditional ancestral homes, people wear Easter candles more often than on Christmas Eve, and begin to create a nightly celebration to celebrate the resurrection of the Christ.
"Tələbələr bloqlardan uyğun ""istifadə edərək analitik və tənqidi bacarıqlarını möhkəmləndirə bilər; tez-tez internet materiallarına müraciət edib başqalarının yazıları əsasında bir mövqe ortaya qoya, həmçinin xüsusi mövzularda öz perspektivlərini müəyyən edə bilərlər"" (Oravec, 2002)."	 Tələbələr bloqlardan uğur istifadə edərək amatik və tənqidi bacarıqlarının mühqəmləndirə bilər, testis internet materiallarına və müracət edib, başqalarının yazıları əsasında bir mörgü ortaya boya həmçinin xüsusi mövzulara öz prisprikriblərini müəyyən edə bilərlər.	"Appropriate use of blogs ""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002)."	Students can successfully use blogs to hone their amateur and critical skills, testes to Internet materials and contests, paint a mark on the writing of others, and also determine their own prescriptions for specific topics.
Katalon dili Metroda müntəzəm olaraq verilən elanların əsas dilidir, lakin avtomatlaşdırılmış sistem planlaşdırılmamış problemlər barədə elanları fərqli dillərdə, o cümlədən İspan, İngilis, Fransız, Ərəb və Yapon dillərində verir.	 Katalon dili metroda müntəzəm olaraq verilən eilanların əsas dilidir. Lakin aftımatlaşdırılmış sistem planlaşdırılmamış problemlər barət eilanları, fədi dillərdə o cümlədən İspan, İngiliz, Fransız, ərə və Japon dillərində verilir.	Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese.	Catalan is the main language of the population regularly taught on the subway, but the weekly system of unplanned problems is given in the rich population, in the official languages including Spanish, English, French, Marriage and Japanese.
Bu səbəblə də həmin formatın tərəflər arasındakı nisbətinin (ən sadə tamlığı əldə etmək üçün on ikiyə bölmə) 3:2 olduğu bildirilir.	 Bu səbəblə də həmin formatın tərəflər arasındakı nisbətinin ən sadət hamlı qəldə etmək üçün 12 bölmə, üç bölün sinikə olduğu bildirlir.	The aspect ratio of this format (dividing by twelve to obtain the simplest whole-number ratio) is therefore said to be 3:2.	For this reason, it is said that the ratio of the sides of the same format is 12 parts, three parts sinic, to make it the simplest possible.
Şou ilk günlərdə sadəcə tok-radio formatında bir sayt olan və uzun müddətdir fəaliyyət göstərən internet radio saytı TogiNet Radio-da yayımlanırdı.	 Show ilk günlərdə sadəcə Toku radio formatında bir sayd olan və uzun müddətdir fəilət göstən internet radio saydı Toginet Radio da yayımlanırdı.	In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.	The show was originally broadcast on Toginet Radio, a long-running Internet radio station that was a number on Toku radio.
Çoxlu sayda insanın və malların okeanlar arasında daşınması üçün ən səmərəli yol yük gəmilərindən istifadə etmək idi.	 Çoxlu sayda insanın və malların okyanlar və arasında taşınması üçün ən səməmələli yol yükləmlərinə istifadə etmək idi.	Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.	It was the use of the most efficient roads for transporting large numbers of people and goods between the oceans and the sea.
"Finlandiya qayıq gəzintisi üçün ideal ölkədir. ""Minlərlə göllər diyarı"" olmaqla yanaşı, o həm də göllərdə və sahilboyu adalar qrupunda minlərlə adaya malikdir."	 Finlandcə qayq gəzintəsi üçün icəli ölkədir. Millərlə göllər diyar olmaqla yanaşı, o həm də göllərdə və sahil boyu adalar qrupunda millərlə adaya malikdir.	"Finland is a great boating destination. The ""Land of a thousand lakes"" has thousands of islands too, in the lakes and in the coastal archipelagos."	Finland is a popular destination for boating, and it has a number of islands in the lakes and islands along the coast.
Aerosmith qrupunun konsert turunun hələ baş tutmamış konsertləri ləğv edildi.	 İryosmiz grubunun konsert turununu hələ baş dükməmiş konsertləri lərq edildə.	Aerosmith have cancelled their remaining concerts on their tour.	The band's tour of the Irregular is still a long way off.
Televizorda xəbərlər proqramında zavoddan çıxan ağ rəngli tüstü göstərilirdi.	 Televizorda xəbələr proqramında zavuhtan çıxan əğrənglə tüslü göstərilirdi.	Television reports show white smoke coming from the plant.	The TV news program featured the smoke coming out of the factory.
Yol hərəkəti, sürücülərin fərdi şəkildə və nəqliyyat vasitələrinin iki nöqtə arasındakı hərəkətlərin və bir-birləri ilə yaratdıqları interaktiv əlaqənin təhlilidir.	 Yol hərəkəti sürücülərin fərdi şəkildə və nəqiliyyət vasilərin iki nöqdarasındaki hərəkətləri və bir-birləri ilə yaratıqları interaktifələ təhlilidir.	Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.	Road traffic is the analysis of the interaction between the individual drivers and the traffic creators' movements at two points and with each other.
Şou başladıqdan sadəcə 5 dəqiqə sonra külək əsməyə başladı, bir dəqiqə keçməmiş küləyin sürəti artıq saatda 70 km idi...sonra yağış gəldi, amma yağış damcıları o qədər sərt və böyük idi ki, dəriyə iynə kimi batırdı, sonrası göydən dolu yağdı, insanlar təşvişlə və bağıraraq bir-birlərinin üstündən keçərək qaçmağa başladılar.	 Şov başladığından sadece 5 dəyəqə sonra küləyə esməyə başladı. Bir dəqə keçməmiş küləyə sürətə artıq sağda 70 km idi. Sonra yağış gəldi, amma yağış damcıları o qədər sərt və böyük idi ki, dəriyə inə kimi batırdı. Sonrası qöydən doluyaqdı. İnsanlar təşvişlə və bağıraraq birbirlənin üstündən keçirək qasmağa başladılar.	Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.	And just five days after the show started, the wind started blowing, and the wind was already 70 kilometers to the right, and then it rained, but the rain was so hard and so big that it was going down like a cow, and then it was flooding the pit, and people started screaming and screaming and screaming and screaming and screaming over each other.
Hazırlanan malların antik olduğuna dair hər hansı bir universal dəyər yoxdur, sadəcə bəzi vergi dairələri 100 ildən çox yaşı olan əşyaları antik əşya kimi dəyərləndirir.	 Hazırlanan mallar, antik olduğuna dair hər hansı bir univerisal deyər yoxdur. Sadece bəzi belqi dairələri, 100 ildən çox yağışı olan əşyaların antik əşyə kimi deyələmdirir.	There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.	There's no universal claim that the products are antiques, only some documentary circles claim that items that have been in the rain for over 100 years are antiques.
"Perri, ""bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün Texasa qayıdacam"",- dedi, lakin daha sonra o, rəqabətə davam edəcəyini və 21 yanvarda Cənubi Karolina ön seçmələrində yarışacağını bildirdi."	 Peri, bu akşamki parça izlasın nətçələrini dələndirmək və bu yarıştə məni irələ paran bir yol müəlləşdirmək şun təxasa qaydəcəm, dedi. Lakin daha sonra o, rəqabəti davm edəcəyini və girin bir yanvarda canubi karalina ön seçmələrində yarışacağını bildirdi.	"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary."	Perry said he would be back to the drawing board tonight to make the cutting edge of the track and to set me up for this race, but then he announced that he would continue the race and compete in the southern carolina preliminaries in January.
Saat 22:00 – 23:00 MDT arasında dustaqlar həyətdə yanğın törətdi.	 Saad 22.00, 23.00 əmliti arasında Dostavlar həyətdə yağın törətti.	Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.	Between 22:00 and 23:00 hours, the supply of oil in the yard.
802.11a, 802.11b və 802.11g ilə geri istiqamətdə uyğunlaşmanın təmin olunması üçün baza stansiyasında ikili radioların olması şərtdir.	 821a, 821b və 821g ilə geri istiqamiyyətdə uğullaşmanın təmin olması üçün bazı istansiyasında ikilli radyoların olması şərtdir.	This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.	Some stations require dual radios to ensure backstage noise with 821a, 821b and 821g.
"İnternetdə ""Təhlükəli mühitlər üçün təlimlər"" yazıb axtarış etsəniz, böyük ehtimalla yerli bir şirkətin ünvanı çıxacaq."	 İnternihte təylükəli müyyütlər üçün təlimlər yazıb aqdarış etsəniz, böyük ətmalla yerli bir şirkətin ünvanı çıxacaq.	A search of the Internet for 'Hostile environment course' will probably provide the address of a local company.	If you write and stream online tutorials for addicted people, you'll get a big hit with the local company's name.
Laqeyd, bədbəxt və ya istismar olunaraq böyüdülmüş və böyüdülərkən yetkinlər tərəfindən sosial həyata atılmamış uşaqların acınacaqlı həyat hekayələrindən bir neçəsinə müraciət etmək sosiallaşmanın əhəmiyyətini ifadə etmək üçün istifadə olunan ən geniş yayılmış üsullardan biridir.	 Lagit, bədbəqt və istismar olanaq böyüdülmüş və böyüdülərkən yetkililər tərəfindən sosial həyat atılmamış uşaqların, azınacaqlı həyat hikayələrindən bir nəçəslə müraciət etmək, sosiallaşmanın əhəmiyyətini ifadə etmək üçün istifadə olman ən geniş yağmış üslulardan biridir.	One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.	It's one of the most extensive methods I've used to address the importance of socialization, to address the shrinking life stories of children who were raised to be lazy, miserable and exploited and who were not thrown out of social life by the authorities when they were growing up.
İraq sərhədlərinin düşmən müdaxilələrindən müdafiəsini təmin etmək və qonşuları ilə diplomatik əlaqələrin qurulmasını təşkil etmək üçün bu ilin sonuna kimi yeni bir diplomatik təşəbbüsün irəli sürülməsi 78 tövsiyədən birincisi idi.	 Irak sərhədlərin düşmə müdaxəllərinə müdafiəsin təmin etmək və qonşuları ilə diplomatik əlaqələrin qurulmasını təşkil etmək üçün bu ilin sonuna kimi yeni bir diplomatik təşəbbüsün irəli sürülməsi 78 dövsyədən birincisiydi.	First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.	Iraq's launch of a new diplomatic initiative by the end of this year to provide border defenses and establish diplomatic relations with its neighbors was the first of 78 states.
"""Bu əlvida demək deyil, sadəcə bir fəslin sonu, növbəti fəslin başlanğıcıdır."""	 Bu əvvida demək deyil. Sadece bir fəslin sonu növbət fəslin başına hozadır.	"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one."""	It's not the beginning, it's just the end of a chapter is the beginning of the next chapter.
Elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur, çünki hidrogen atomları bir proton və bir elektrondan ibarətdir.	 Elektronlardan ayrılmış protonlar hidrogin ionları hesap olur. Çünki hidrogin atomları bir proton və bir elektrondan ibarətdir.	Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).	Protons separated from electrons are hydrogen ions, because hydrogen atoms are made up of a proton and an electron.
Mərasimdə, Lakka Sinqh, Raju Xandelvalın müşayiəti ilə çhapan bhoq bhajandanı ifa etdi.	 Mərəsimdə Laka Singh, Ronju xandəl vala müşahiyyətilə çapam box bacandan ifaətdir.	Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.	The ceremony is attended by Laka Singh, Ronju and a printer's boxing assistant.
"Perri, ""bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün Texasa qayıdacam"",- dedi, lakin daha sonra o, rəqabətə davam edəcəyini və 21 yanvarda Cənubi Karolina ön seçmələrində yarışacağını bildirdi."	 Perri, bu akşamki partiya izlasının nəticələrini deyələndirmək və bu yarışda məni irəl akara bir yol məyənləşdirmək üçün texsasa qayıdacağım, dedik. Lakin daha sonra o rəqabət dəvam edəcəyini və 21 yambarda Cenabb-i Karalina ön sismələrində yarışacaqını bildirdi.	"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary."	Perry said that he would return to Texas to announce the results of tonight's party draw and to make me a runner-up in this race, but then he announced that he would continue the race and race in the front row of the 21st seed in the Miss Carolina.
Südü, yunu, əti və dərini asanlıqla əldə edə bilmək üçün qədim mədəniyyətlərdə qəbilələr onları saxlamağa başladılar.	 Südü günün ətibət dərinə asandıqla əldə edə bilmək üçün qədim mədəniyyətlərdir və qəblərlər onları saxlamağa başladılar.	Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.	Milk is an ancient culture that has been able to get it by hanging on to the skin of the day's habit, and the cubs have begun to store it.
Dünən doqquz üzvdən ibarət yeni Müvəqqəti Seçki Şurası (MSŞ) qarşısında Martellinin and içmə mərasimi baş tutdu.	 Dünən 900-dən ibarət yeni müvəqqəsi sətkiş uğrası qarşısında Martellinin an deçmə mələsimi baş tutdu.	Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.	Yesterday, Martelli's momentum was shattered by a newly-created 900-pound bid.
Bu nəzəriyyələr, müəyyən insanları etdikləri hərəkətə onları nəyin vadar etdiyini və onların yaşadıqları mühitdə, onları müəyyən hərəkətləri etməyə və ya etməməyə nəyin vadar etdiyini öyrənir.	 Bu nözəriyyələr müəyyən insanları etdikləri hərəkətə onların nəyin vadər etdiğini və onların yaşadığı mühitdə onların müəyyən hərəkətləri etməyə və etməməyə nəyin vadər etdiğini öyrənir.	These theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.	These perspectives explore what constrains certain people to act and what constrains them to act and not to act in their environment.
Qubernatorun ofisinin qabağında bir bomba partladı.	 Gubernatırın ofisinin qəbaqında bir bombo parttadır.	One bomb exploded outside the governor general's office.	There's a bomb party in front of the governor's office.
"""Jurnalistlər şübhəlilərin fotoşəkillərini və onlar haqqındakı başqa məlumatları yayarkən təhlükəli sularda üzür"" deyə Dandi Universitetinin professoru Pamela Ferquson bildirib."	 Jurnalislə şüphəllirlərin fotoşəkilərini və onlar haqqındakı başqa məlumatları yayarken təhvikəli sularda üzür deyə Dandi Universitetin Profesoru Pamela Ferguson bildirib.	"Professor Pamela Ferguson of the University of Dundee notes ""journalists do seem to be walking a dangerous line if publishing photos etc of suspects."""	Pamela Ferguson, a professor at Dundee University, said she was swimming in the seawater while sharing photos of the suspects and other information about them.
Paraqvay Asunsyonun 1537-ci ildə qurulmasından sonra öz milli xüsusiyyətləri və mənsubiyyətini qoruyub saxlaya bildi.	 Paraguay asunsiyonun 1537 dincələ kurulmasından sonra öz millik susiyyətləri və mən subiyyətini qorub saxlayabildi.	Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.	After the peaceful establishment of the Paraguay Assumption in 1537, Paraguay was able to maintain its national identity and my subjectivity.
Ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır.	 Ayrılma və yenidən bir iləşmə, hər nəsildən olan iki qurup arasında variyas yalara iləri geri qarışdırır.	Segregation and recombination shuffle variation back and forth between the two pools with each generation.	Separation and rebirth, a variation between two sets of each generation, causes the wales to mix backwards.
Həmçinin, çarlıqların arasında, parçalanmış əyalətlər fərqli dövrlərə malik idilər. Bunlardan ən yaxşı bilinəni, Han və Çzin çarlıqları arasında çəkişmələrlə 60 il davam etmiş Üç Çarlıq dövrü idi.	 Həmçinin çağlıqların arasında parçalamış evlədlər fərqli dövrlərə manik edilər. Bunlardan ən yaxşı bilnəni han və çin çağlıqları arasında çəkişimlələrlə 60 il dəvam etmiş üç çağlıq dövriydi.	Also between each dynasty was an unstable age of divided provinces. The best-known of these periods was the Three Kingdoms epoch taking place for 60 years between the Han and the Jin Dynasty.	Also, the inter-ageal marriage is characterized by different periods, the best known of which is the three-age period, which lasted for 60 years, with the conflict between the Han and Chinese eras.
Şəhərdə keçirdiyiniz müddət də Sankt-Peterburq kruiz səfərinə daxil edilir. Kruizlə səyahət edən turistlərdən viza tələb olunmur (müddəalara bax.)	 Şəhərdə keçirdiyiniz müddətdə St. Petersburg kruis səfərdən daxil edilir. Kruislə sevdədən turistlərdən vizat ərab olunur.	Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).	During your time in the city, the St. Petersburg cruise is included from the trip, with the cruise being visited by tourists who love it.
Yunan dilini mənimsəmə səviyyəsi azaldıqca, Qərb yunan fəlsəfəsi və elminin köklərindən tədricən qopmağa başladı.	 Yunan dinləyəm mənim səmə səviyyəsi azaldıqca qərb Yunan fəsəbəsi və elimin kökklərindən tətirəyicən qutmağa başladı.	As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.	I'm Greek, and as my sky level dropped, the western Greek façade and the elemental roots began to fall back down.
Məlumat, Trampın Türkiyə Prezidenti Rəcəp Tayip Ərdoğan ilə telefon danışığından sonra bildirildi.	 Məlumat Trumpın Türkiyə prizdəyi dirəcət təyv Erdoğan ilə telefonu danışıqından sonra bildirildi.	The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.	The announcement came after Trump had a phone call with Turkish prime minister Tayyip Erdogan.
"""Sivilizasiya"" sözü Latın dilində ""civilis"" sözündən yaranan ""sivil"" və yenə Latın dilində ""civis"" sözündən yaranan ""vətəndaş"", ""civitas"" sözündən yaranan ""şəhər"" və ya ""şəhər-dövlət"" mənalarını verir, bununla yanaşı müəyyən bir formada cəmiyyətin ölçüsünü də tərif edir."	 Sivilizaçsa sözü, latın dilində sivil sözünlə yaranın sivil və yenən latın dilində sivil sözünlə yaranın vətəndar, sivil tas sözünlə yaranın şəhər və şəhər dövlət mənələri verir. Bu muayyen bir formada cəmiyyətin ölçüsünü də tərif edir.	The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.	Civilizsa is the word given to me by the city and city states of Latin civilization and modern Latin civilization, which is the homeland, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, which is civilization, and civilization, which is civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, in some form, civilization, civilization, civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civilization, and civi
Çiçəklənmə dövründə yüngül çirklənmənin baş verməsi bu gün böyük bir problem hesab olunmadığı üçün onlar adətən müasir dövrün tikililəri ilə müqayisədə marşrutu asan olan şəhərlərdə və kampuslarda yerləşdirilir.	 Çi çəklənmə dövründə yüngü çəklənmənin baş verməsi bugün böyük bir problemi hesab olumadığı üçün onlar adətən müasir dövründik illəri ilə müqayisədə maşrutu asan olan şəhərlərdə və kampuslarda yerləşdirilir.	As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.	Because lightweight movements during the blue wave era are not a big problem today, they are usually located in cities and campuses that are easier to navigate than in the modern era.
Eyni qayda kişilərə də tətbiq olunur, onlar dizlərini örtən şalvar geyinməlidirlər.	 İyini qayda kişilərə də tətbik olur. Onlar dizlərini ördən şalbar qeyməlidilər.	Along the same line, men are required to wear trousers covering the knees.	The same rule applies to men: They should wear a skirt over their knees.
Əsas səhnələrdə musiqi bitsə belə, festivalın digər bölmələrində gecə yarısına qədər musiqinin ola biləcəyini unutmayın.	 Esas səhnələrdən musikə bir səbələ fəslivalın digər bölmələrin nekecə yarısına qədər musikən olabiləcəyini unutmayın.	Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.	Remember that music from the main scenes can be a part of the festival, and music from the other half of the festival.
Bloqqinq şagirdlərdə əməkdaşlıq ruhunu artırır və məktəbdə öyrəndikləri ilə məhdudlaşan biliklərini genişləndirməyə təşviq edir.	 Blogging şayidlərə əməktaşlıq ruhuna artırır və məktəbdə öyrəndikləri ilə məhdud daşan bilihlərini gənişləndirməyə təşvəq edir.	Blogging is a tool that inspires collaboration, and encourages students to extend learning well beyond the traditional school day.	Blogging encourages the sayings to be more work-oriented and encourages the limited knowledge to be reinforced by what they learn in school.
Mərasimin İtaliyanın bir çox digər şəhərlərində və dünyanın qalan hissəsində, xüsusilə də Polşada geniş insan kütlələri tərəfindən izlənməsi üçün həmin yerlərə də eyni şəkildə nəhəng ekranlar quraşdırıldı.	 Mərasimin İtalyanın bir çox digər şəhərlərində və dünyanın qalan hissəsində sülə də borçudakini insan kütələrə tərəflə izlənməsi üçün həmin yerlərə də eyni şəkirlərində hək ekranlar buraşdırıldı.	In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.	In many other Italian cities and around the world, the ceremony was followed by a series of public demonstrations in the same square.
Kasablanka bütün Mərakeşdə alış-veriş etmək üçün ən cazib yerlərdən biridir.	 Kasabalanqa bütün mərakəşidə alışveriş etmək üçün ən ucuz yerlərdən biridir.	Casablanca is one of the least interesting places to shop in all of Morocco.	Kasabalanga is one of the cheapest places to shop in all of Morocco.
Del Potro 2-ci setin başında oyunda üstünlüyü əla almışdı, amma bu da, hesab 6-6 olduqdan sonra bərabərliyi pozmaq üçün bir set daha tələb edirdi.	 Delipotro ikinci setin başında oyundu üstünləyəl almışdı, amma bu da hesab altı altı olduqdan sonra bərabəlləyip ozmaq üçün bir set daha tələb edirdi.	Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.	Delipotro had played at the beginning of the second set, but this required another set to level and draw after the score was six.
